BADM 322_ Group Project Survey (Responses) - Form Responses 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2024 16:24:23,"No, but I'm open to trying it",I don't drink kombucha,"None for me, ",$3 to $5,Extremely important,Yes,Neutral,Strongly agree,Neutral,Slightly agree,Neutral,"Instagram, TikTok, Snapchat","Cool deals or freebies., Fun and engaging posts., They align with my values (e.g., environment, social issues).",Competitions or giveaways,Good,Good,Good,Good,Neither Likely or Unlikely,Neither Likely or Unlikely,Not really sure.,Neutral,"Social Media, Friends/classmates","First bottle free, Free kombucha tasting event, Student discount",Neutral,"Campus dining halls or cafeterias, Convenience stores near campus, Grocery stores, Bars or restaurants","Maybe, if it catches my eye.",No,No,Under 18,Female,Freshman,Gies College of Business (BUS)
4/11/2024 16:25:01,"No, and I'm not interested.",I don't drink kombucha,None for me,$3 to $5,Extremely important,Yes,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,"Instagram, TikTok, Snapchat, Twitter, YouTube","Cool deals or freebies., Fun and engaging posts.",Memes or funny content,Fair,Fair,Fair,Fair,Neither Likely or Unlikely,Neither Likely or Unlikely,Not really sure.,Neutral,"Social Media, Friends/classmates","First bottle free, Buy one, get one free, Discount on your first purchase",Neutral,"Health food stores, Grocery stores","Maybe, if it catches my eye.","Yes, I drive it often",No,18-22,Male,Junior,Gies College of Business (BUS)
4/11/2024 16:30:57,"Yep, love it!",A few times a year,None for me,$5.01 to $7,Somewhat important,Yes,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,"Instagram, TikTok, Snapchat","Cool deals or freebies., Fun and engaging posts., They align with my values (e.g., environment, social issues).",Memes or funny content,Good,Very Good,Good,Very Good,Unlikely,Likely,"Definitely, that's important to me.",Slightly likely,"Social Media, Friends/classmates, Local shops","First bottle free, Buy one, get one free, Discount on your first purchase, Free kombucha tasting event, Coupon for future purchase with first trial, Student discount",Slightly likely,"Local coffee shops and cafés, Convenience stores near campus, Grocery stores, At campus events or pop-up shops",Totally!,No,No,18-22,Female,Sophomore,College of Liberal Arts & Sciences (LAS)
4/11/2024 16:39:47,"No, but I'm open to trying it",I don't drink kombucha,None for me,$3 to $5,Extremely important,Yes,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,"Instagram, TikTok, Snapchat, Twitter, YouTube","Fun and engaging posts., They align with my values (e.g., environment, social issues)., Friends follow them.",Memes or funny content,Good,Good,Good,Fair,Unlikely,Unlikely,"Definitely, that's important to me.",Slightly likely,"Social Media, Friends/classmates, Flyers and handouts","First bottle free, Free kombucha tasting event, Student discount",Slightly unlikely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Convenience stores near campus, Grocery stores, At campus events or pop-up shops, Gyms or fitness centers","Maybe, if it catches my eye.",No,No,18-22,Female,Freshman,College of Liberal Arts & Sciences (LAS)
4/11/2024 16:39:48,"Tried it, not my thing.",1-2 times a week,"None for me, ",$3 to $5,Extremely important,No,Neutral,Neutral,Strongly agree,Neutral,Neutral,"Instagram, TikTok, Snapchat, Twitter",Cool deals or freebies.,Memes or funny content,Fair,Good,Good,Very Good,Unlikely,Likely,"Probably, sounds like a good thing.",Neutral,"Friends/classmates, Campus events, Local shops, Flyers and handouts","First bottle free, Free kombucha tasting event",Very unlikely,"Grocery stores, At campus events or pop-up shops","Maybe, if it catches my eye.","Yes, I drive it often",No,18-22,Female,Sophomore,College of Liberal Arts & Sciences (LAS)
4/11/2024 16:44:16,"No, but I'm open to trying it",I don't drink kombucha,None for me,$5.01 to $7,Somewhat important,Yes,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,"Instagram, TikTok, Twitter, YouTube","Fun and engaging posts., They align with my values (e.g., environment, social issues).",Memes or funny content,Good,Good,Very Good,Poor,Unlikely,Unlikely,"Definitely, that's important to me.",Neutral,"Social Media, Friends/classmates","Discount on your first purchase, Free kombucha tasting event, Student discount",Slightly likely,"Campus dining halls or cafeterias, Health food stores, Convenience stores near campus, Grocery stores","Maybe, if it catches my eye.",No,No,18-22,Male,Freshman,Gies College of Business (BUS)
4/11/2024 18:51:46,"No, but I'm open to trying it",I don't drink kombucha,None for me,$3 to $5,Extremely important,Yes,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,"Instagram, TikTok, Snapchat, Twitter, Facebook, YouTube","Cool deals or freebies., Fun and engaging posts., Friends follow them., An influencer I follow promotes the brand.",Interesting facts or tips,Good,Very Good,Good,Very Good,Neither Likely or Unlikely,Neither Likely or Unlikely,Not a big factor for me.,Slightly likely,"Social Media, Friends/classmates, Campus events","First bottle free, Free kombucha tasting event, Student discount",Slightly unlikely,"Local coffee shops and cafés, Convenience stores near campus, Grocery stores, At campus events or pop-up shops",Totally!,"Yes, I drive it often",No,18-22,Female,Sophomore,Grainger College of Engineering (GCOE)
4/11/2024 20:18:06,"Yep, love it!",A few times a year,Organic Only,$5.01 to $7,Somewhat important,Yes,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,"Instagram, TikTok, Snapchat, YouTube","Cool deals or freebies., Fun and engaging posts.",Memes or funny content,Fair,Good,Good,Fair,Neither Likely or Unlikely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates","First bottle free, Buy one, get one free, Discount on your first purchase, Free kombucha tasting event, Coupon for future purchase with first trial, Student discount",Slightly likely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Health food stores, Convenience stores near campus, Grocery stores",Totally!,No,No,18-22,Female,Freshman,Division of General Studies
4/15/2024 11:16:25,"Yep, love it!",A couple times a month,None for me,$5.01 to $7,Not at all important,Yes,Strongly agree,Neutral,Neutral,Strongly agree,Slightly agree,"Snapchat, Twitter, YouTube",Fun and engaging posts.,Competitions or giveaways,Good,Good,Good,Good,Likely,Likely,"Definitely, that's important to me.",Very likely,"Social Media, Friends/classmates, Local shops","Buy one, get one free, Free kombucha tasting event, Student discount",Neutral,"Campus dining halls or cafeterias, Local coffee shops and cafés, Health food stores, Convenience stores near campus, Grocery stores, Online for home delivery, At campus events or pop-up shops, Gyms or fitness centers",Totally!,"Yes, I use it occasionally",Yes,18-22,Female,Senior,Grainger College of Engineering (GCOE)
4/16/2024 10:31:37,"Yep, love it!",A couple times a month,None for me,$7.01 to $9,Somewhat important,Yes,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,"Instagram, TikTok, Snapchat, BeReal","Fun and engaging posts., Friends follow them., An influencer I follow promotes the brand.",Competitions or giveaways,Good,Excellent,Good,Very Good,Neither Likely or Unlikely,Likely,"Probably, sounds like a good thing.",Very likely,"Social Media, Friends/classmates","First bottle free, Free kombucha tasting event, Student discount",Slightly likely,"Local coffee shops and cafés, Convenience stores near campus, At campus events or pop-up shops","Maybe, if it catches my eye.",No,No,18-22,Female,Freshman,Gies College of Business (BUS)
4/16/2024 15:35:22,"No, and I'm not interested.",I don't drink kombucha,None for me,$5.01 to $7,Somewhat important,No,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,"Instagram, TikTok, Snapchat","Cool deals or freebies., They align with my values (e.g., environment, social issues).",Memes or funny content,Good,Very Good,Excellent,Very Good,Very Unlikely,Neither Likely or Unlikely,Not a big factor for me.,Very unlikely,Friends/classmates,"First bottle free, Discount on your first purchase, Free kombucha tasting event, Student discount",Neutral,"Campus dining halls or cafeterias, Local coffee shops and cafés",Doubt it.,"Yes, I use it occasionally",No,18-22,Female,Sophomore,Gies College of Business (BUS)
4/16/2024 15:36:16,"No, but I'm open to trying it",I don't drink kombucha,None for me,$3 to $5,Somewhat important,Yes,Strongly agree,Strongly agree,Slightly agree,Neutral,Neutral,"Instagram, TikTok, Snapchat, Twitter, Facebook","Cool deals or freebies., Fun and engaging posts., They align with my values (e.g., environment, social issues)., Friends follow them.",Memes or funny content,Good,Fair,Good,Fair,Neither Likely or Unlikely,Neither Likely or Unlikely,Not really sure.,Slightly likely,"Social Media, Friends/classmates, Local shops","Buy one, get one free, Student discount",Slightly likely,"Local coffee shops and cafés, Grocery stores","Maybe, if it catches my eye.","Yes, I drive it often",No,18-22,Female,Sophomore,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:36:48,"No, but I'm open to trying it",I don't drink kombucha,"Gluten-free, Organic Only",$5.01 to $7,Somewhat important,Yes,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Neutral,"Instagram, TikTok, Snapchat",Fun and engaging posts.,Competitions or giveaways,Very Good,Very Good,Very Good,Very Good,Neither Likely or Unlikely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates, Campus events","First bottle free, Free kombucha tasting event",Neutral,"Campus dining halls or cafeterias, Local coffee shops and cafés, Health food stores, Convenience stores near campus, Grocery stores, Gyms or fitness centers","Maybe, if it catches my eye.","Yes, I use it occasionally",No,18-22,Female,Freshman,Grainger College of Engineering (GCOE)
4/16/2024 15:37:09,"No, but I'm open to trying it",I don't drink kombucha,Organic Only,$3 to $5,Not at all important,Yes,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,"Instagram, TikTok, Snapchat, Facebook, BeReal, vsco","Cool deals or freebies., Fun and engaging posts., Friends follow them.",Memes or funny content,Good,Good,Good,Fair,Neither Likely or Unlikely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates, Local shops","First bottle free, Free kombucha tasting event, Coupon for future purchase with first trial, Student discount",Slightly likely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Convenience stores near campus, Grocery stores, At campus events or pop-up shops, Gyms or fitness centers",Totally!,No,No,18-22,Female,Freshman,College of Education (EDUC)
4/16/2024 15:37:19,"No, but I'm open to trying it",I don't drink kombucha,None for me,$3 to $5,Somewhat important,Yes,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,"Instagram, TikTok, Snapchat","Cool deals or freebies., They align with my values (e.g., environment, social issues)., An influencer I follow promotes the brand.",Competitions or giveaways,Good,Good,Good,Good,Neither Likely or Unlikely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates, Campus events, Local shops, Flyers and handouts","First bottle free, Student discount",Slightly likely,"Local coffee shops and cafés, Health food stores, Convenience stores near campus, Online for home delivery, At campus events or pop-up shops","Maybe, if it catches my eye.","Yes, I drive it often",No,18-22,Female,Freshman,College of Applied Health Sciences (AHS)
4/16/2024 15:37:25,"Yep, love it!",A few times a year,None for me,$3 to $5,Somewhat important,Yes,Strongly agree,Strongly agree,Slightly agree,Neutral,Neutral,"Instagram, TikTok, YouTube","They align with my values (e.g., environment, social issues).",Competitions or giveaways,Very Good,Good,Good,Good,Unlikely,Neither Likely or Unlikely,"Definitely, that's important to me.",Very likely,"Friends/classmates, Campus events, Local shops","First bottle free, Buy one, get one free, Free kombucha tasting event",Neutral,"Local coffee shops and cafés, Convenience stores near campus, Grocery stores, At campus events or pop-up shops, Bars or restaurants",Totally!,No,No,18-22,Female,Senior,Grainger College of Engineering (GCOE)
4/16/2024 15:37:29,"Yep, love it!",A few times a year,None for me,$5.01 to $7,Somewhat important,Yes,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,"Instagram, TikTok, Snapchat","Fun and engaging posts., They align with my values (e.g., environment, social issues).",Memes or funny content,Good,Good,Very Good,Very Good,Likely,Likely,"Probably, sounds like a good thing.",Very likely,"Social Media, Friends/classmates, Flyers and handouts","First bottle free, Discount on your first purchase, Free kombucha tasting event, Coupon for future purchase with first trial, Student discount",Slightly likely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Grocery stores, At campus events or pop-up shops","Maybe, if it catches my eye.",No,No,18-22,Female,Freshman,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:37:32,"No, but I'm open to trying it",I don't drink kombucha,None for me,$5.01 to $7,Somewhat important,Yes,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,"Instagram, TikTok, Snapchat, YouTube","Cool deals or freebies., Fun and engaging posts., They align with my values (e.g., environment, social issues)., Friends follow them., An influencer I follow promotes the brand.",Competitions or giveaways,Good,Very Good,Good,Good,Unlikely,Very Unlikely,"Probably, sounds like a good thing.",Neutral,"Social Media, Friends/classmates","First bottle free, Buy one, get one free, Discount on your first purchase, Free kombucha tasting event, Coupon for future purchase with first trial, Student discount",Slightly likely,"Local coffee shops and cafés, Health food stores, Convenience stores near campus, Gyms or fitness centers","Maybe, if it catches my eye.",No,No,18-22,Female,Freshman,Division of General Studies
4/16/2024 15:37:33,"No, but I'm open to trying it",I don't drink kombucha,None for me,$5.01 to $7,Not at all important,Yes,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Neutral,"Instagram, TikTok, Snapchat",An influencer I follow promotes the brand.,Competitions or giveaways,Good,Very Good,Excellent,Excellent,Neither Likely or Unlikely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates","First bottle free, Free kombucha tasting event, Student discount",Slightly likely,"Local coffee shops and cafés, Health food stores, Grocery stores","Maybe, if it catches my eye.","Yes, I use it occasionally",No,18-22,Female,Junior,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:37:33,"No, and I'm not interested.",I don't drink kombucha,None for me,$3 to $5,Not at all important,No,Neutral,Neutral,Neutral,Neutral,Neutral,"Instagram, TikTok, Snapchat","They align with my values (e.g., environment, social issues)., Friends follow them.",Interesting facts or tips,Fair,Fair,Fair,Fair,Neither Likely or Unlikely,Neither Likely or Unlikely,Not a big factor for me.,Neutral,"Social Media, Friends/classmates",Free kombucha tasting event,Neutral,"Health food stores, Grocery stores","Nah, I'm good.","Yes, I use it occasionally",No,18-22,Female,Senior,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:37:41,"Tried it, not my thing.",A few times a year,None for me,$5.01 to $7,Somewhat important,Yes,Strongly agree,Slightly agree,Slightly agree,Neutral,Neutral,"Instagram, TikTok, Snapchat, BeReal, YouTube","Cool deals or freebies., Fun and engaging posts.",Competitions or giveaways,Good,Good,Fair,Fair,Unlikely,Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates, Local shops","First bottle free, Buy one, get one free, Discount on your first purchase, Free kombucha tasting event, Student discount",Slightly likely,"Convenience stores near campus, Grocery stores, Bars or restaurants","Maybe, if it catches my eye.","Yes, I drive it often",No,18-22,Female,Junior,College of Education (EDUC)
4/16/2024 15:37:47,"No, but I'm open to trying it",I don't drink kombucha,None for me,$3 to $5,Somewhat important,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,"Instagram, TikTok, Snapchat","Cool deals or freebies., Fun and engaging posts.",Interesting facts or tips,Very Good,Very Good,Good,Good,Unlikely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates, Campus events, Local shops","First bottle free, Buy one, get one free, Discount on your first purchase, Free kombucha tasting event, Coupon for future purchase with first trial, Student discount",Slightly likely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Convenience stores near campus, Gyms or fitness centers","Maybe, if it catches my eye.",No,No,18-22,Female,Freshman,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:37:50,"No, and I'm not interested.",I don't drink kombucha,None for me,$5.01 to $7,Extremely important,Yes,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Neutral,"Instagram, TikTok, Snapchat, Twitter","Cool deals or freebies., Fun and engaging posts., They align with my values (e.g., environment, social issues)., Friends follow them.",Memes or funny content,Fair,Very Good,Fair,Fair,Unlikely,Unlikely,"Probably, sounds like a good thing.",Neutral,"Social Media, Friends/classmates","First bottle free, Student discount",Slightly unlikely,"Campus dining halls or cafeterias, Grocery stores",Doubt it.,"Yes, I drive it often",No,18-22,Female,Junior,College of Applied Health Sciences (AHS)
4/16/2024 15:38:21,"Yep, love it!",A couple times a month,Organic Only,$5.01 to $7,Not at all important,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Instagram, TikTok, Snapchat","Cool deals or freebies., Fun and engaging posts.",Memes or funny content,Very Good,Very Good,Very Good,Very Good,Neither Likely or Unlikely,Likely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates, Flyers and handouts","First bottle free, Buy one, get one free, Free kombucha tasting event",Slightly likely,"Campus dining halls or cafeterias, Convenience stores near campus, Grocery stores, At campus events or pop-up shops","Maybe, if it catches my eye.",No,No,18-22,Female,Freshman,Grainger College of Engineering (GCOE)
4/16/2024 15:39:09,"No, but I'm open to trying it",I don't drink kombucha,None for me,$7.01 to $9,Not at all important,Yes,Strongly agree,Slightly agree,Neutral,Neutral,Slightly agree,"Instagram, TikTok, Snapchat",Fun and engaging posts.,Memes or funny content,Very Good,Very Good,Very Good,Very Good,Likely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Neutral,"Social Media, Friends/classmates","Buy one, get one free, Discount on your first purchase",Slightly likely,"Convenience stores near campus, Grocery stores","Maybe, if it catches my eye.",No,No,18-22,Female,Freshman,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:39:38,"Yep, love it!",Every 1-2 days,None for me,$3 to $5,Somewhat important,Yes,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Neutral,"Instagram, TikTok, Snapchat, YouTube","Cool deals or freebies., Fun and engaging posts., They align with my values (e.g., environment, social issues)., Friends follow them.",Memes or funny content,Good,Good,Good,Fair,Likely,Likely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates","First bottle free, Buy one, get one free, Discount on your first purchase",Slightly likely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Health food stores, Convenience stores near campus, Grocery stores","Maybe, if it catches my eye.","Yes, I use it occasionally",No,18-22,Female,Sophomore,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:39:39,"Tried it, not my thing.",A few times a year,None for me,$3 to $5,Somewhat important,Yes,Strongly agree,Slightly agree,Neutral,Neutral,Neutral,"Instagram, TikTok, Snapchat, Twitter, Facebook","Fun and engaging posts., An influencer I follow promotes the brand.",Competitions or giveaways,Fair,Good,Fair,Good,Unlikely,Unlikely,Not really sure.,Slightly likely,Social Media,"First bottle free, Buy one, get one free, Student discount",Slightly likely,"Health food stores, Convenience stores near campus, Gyms or fitness centers","Maybe, if it catches my eye.",No,No,18-22,Female,Sophomore,Gies College of Business (BUS)
4/16/2024 15:40:07,"No, but I'm open to trying it",I don't drink kombucha,None for me,$3 to $5,Somewhat important,Yes,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,"Instagram, TikTok, Snapchat","Cool deals or freebies., Fun and engaging posts., They align with my values (e.g., environment, social issues)., Friends follow them., An influencer I follow promotes the brand.",Memes or funny content,Good,Good,Very Good,Good,Neither Likely or Unlikely,Likely,"Probably, sounds like a good thing.",Very likely,"Social Media, Friends/classmates, Campus events","First bottle free, Buy one, get one free, Discount on your first purchase, Free kombucha tasting event, Coupon for future purchase with first trial, Student discount",Slightly likely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Health food stores, Convenience stores near campus, Grocery stores, Gyms or fitness centers",Totally!,No,No,18-22,Female,Freshman,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:40:43,"No, but I'm open to trying it",I don't drink kombucha,None for me,$5.01 to $7,Not at all important,Yes,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Neutral,"Instagram, TikTok, Snapchat, Twitter","Fun and engaging posts., They align with my values (e.g., environment, social issues)., Friends follow them., An influencer I follow promotes the brand.",Memes or funny content,Fair,Fair,Fair,Fair,Unlikely,Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates",First bottle free,Slightly likely,"Convenience stores near campus, Grocery stores","Maybe, if it catches my eye.",No,No,18-22,Female,Sophomore,Gies College of Business (BUS)
4/16/2024 15:41:37,"Tried it, not my thing.",I don't drink kombucha,"Gluten-free, Organic Only",$5.01 to $7,Somewhat important,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,"Instagram, TikTok","Cool deals or freebies., Fun and engaging posts., Friends follow them.",Memes or funny content,Good,Good,Fair,Good,Unlikely,Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates, Local shops","First bottle free, Free kombucha tasting event",Very unlikely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Grocery stores, Gyms or fitness centers",Totally!,No,Yes,18-22,Female,Senior,Gies College of Business (BUS)
4/16/2024 15:41:38,"Yep, love it!",A few times a year,Vegan,$3 to $5,Somewhat important,Yes,Strongly agree,Slightly disagree,Neutral,Neutral,Neutral,"Instagram, TikTok, Snapchat","They align with my values (e.g., environment, social issues).",Interesting facts or tips,Good,Fair,Fair,Poor,Very Unlikely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates, Local shops","First bottle free, Discount on your first purchase, Coupon for future purchase with first trial, Student discount",Neutral,"Campus dining halls or cafeterias, Local coffee shops and cafés, Grocery stores",Totally!,No,No,18-22,Female,Sophomore,College of Fine & Applied Arts (FAA)
4/16/2024 15:43:13,"Yep, love it!",A few times a year,"Gluten-free, Organic Only",$3 to $5,Not at all important,Yes,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Neutral,"Instagram, Snapchat","They align with my values (e.g., environment, social issues).",Memes or funny content,Good,Good,Good,Good,Unlikely,Neither Likely or Unlikely,"Probably, sounds like a good thing.",Neutral,"Social Media, Friends/classmates","Buy one, get one free, Free kombucha tasting event",Neutral,Grocery stores,"Maybe, if it catches my eye.","Yes, I drive it often",No,18-22,Female,Junior,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:43:24,"No, but I'm open to trying it",I don't drink kombucha,None for me,$5.01 to $7,Somewhat important,Yes,Strongly agree,Slightly agree,Slightly agree,Neutral,Neutral,"Instagram, Snapchat","Cool deals or freebies., Fun and engaging posts., They align with my values (e.g., environment, social issues)., Friends follow them., An influencer I follow promotes the brand.",Competitions or giveaways,Good,Very Good,Very Good,Very Good,Likely,Likely,"Probably, sounds like a good thing.",Slightly likely,"Social Media, Friends/classmates","First bottle free, Buy one, get one free, Discount on your first purchase, Free kombucha tasting event, Coupon for future purchase with first trial",Slightly likely,"Local coffee shops and cafés, Health food stores, Convenience stores near campus, Grocery stores","Maybe, if it catches my eye.",No,No,18-22,Female,Freshman,College of Liberal Arts & Sciences (LAS)
4/16/2024 15:43:49,"Yep, love it!",A couple times a month,None for me,$3 to $5,Somewhat important,Yes,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Neutral,"Instagram, TikTok, Snapchat",Cool deals or freebies.,Memes or funny content,Very Good,Very Good,Excellent,Excellent,Likely,Neither Likely or Unlikely,"Definitely, that's important to me.",Very likely,"Social Media, Friends/classmates, Local shops","First bottle free, Buy one, get one free, Free kombucha tasting event",Slightly likely,"Campus dining halls or cafeterias, Local coffee shops and cafés, Convenience stores near campus, Grocery stores",Totally!,"Yes, I drive it often",No,18-22,Female,Junior,Grainger College of Engineering (GCOE)
4/16/2024 15:45:41,"Yep, love it!",A few times a year,None for me,$5.01 to $7,Not at all important,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Instagram, TikTok, Snapchat, BeReal","Cool deals or freebies., Fun and engaging posts., Friends follow them., An influencer I follow promotes the brand.",Interesting facts or tips,Fair,Fair,Poor,Good,Very Unlikely,Unlikely,Not really sure.,Neutral,"Social Media, Friends/classmates, Local shops","First bottle free, Discount on your first purchase, Free kombucha tasting event",Slightly unlikely,"Local coffee shops and cafés, Grocery stores, At campus events or pop-up shops","Maybe, if it catches my eye.","Yes, I drive it often",No,18-22,Female,Junior,College of Education (EDUC)