,College Name,State,Public_or_Private,Apps received,Apps accepted,New students,Percent from top 10%,Percent from top 25%,FT undergrads,PT undergrads,in-state tuition,out-of-state tuition,room,board,fees,book costs,personal costs,PhD Faculty,faculty/student ratio,Graduation rate
986,King's College,PA,2,1456.0,1053.0,381.0,20.0,45.0,500.0,541.0,10910.0,10910.0,2410.0,2750.0,500.0,400.0,1795.0,66.0,15.6,87.0
987,Lafayette College,PA,2,4010.0,2402.0,572.0,36.0,59.0,2018.0,226.0,18730.0,18730.0,3000.0,2740.0,75.0,600.0,1000.0,93.0,10.5,92.0
988,La Salle University,PA,2,2929.0,1834.0,622.0,20.0,56.0,2738.0,1662.0,12600.0,12600.0,2510.0,3100.0,170.0,450.0,3160.0,90.0,15.1,84.0
990,Lehigh University,PA,2,6397.0,4304.0,1092.0,40.0,84.0,4298.0,132.0,18700.0,18700.0,3160.0,2420.0,250.0,750.0,1130.0,96.0,12.5,91.0
991,Lincoln University,PA,1,1660.0,1091.0,326.0,15.0,41.0,1196.0,33.0,3020.0,4818.0,1750.0,1650.0,375.0,350.0,1400.0,71.0,12.6,45.0
993,Marywood College,PA,2,1107.0,859.0,323.0,13.0,51.0,1452.0,402.0,11040.0,11040.0,2250.0,2250.0,400.0,600.0,700.0,65.0,11.8,66.0
995,Messiah College,PA,2,1742.0,1382.0,607.0,30.0,64.0,2258.0,53.0,10300.0,10300.0,2540.0,2540.0,84.0,475.0,1200.0,68.0,14.1,89.0
996,Moravian College,PA,2,1232.0,955.0,303.0,23.0,58.0,1241.0,485.0,14990.0,14990.0,2130.0,2600.0,180.0,550.0,1250.0,86.0,15.2,74.0
1000,Bloomsburg Univ. of Pennsylvania,PA,1,6773.0,3028.0,1025.0,15.0,55.0,5847.0,946.0,3086.0,7844.0,1650.0,1298.0,608.0,500.0,1680.0,66.0,18.0,75.0
1008,Millersville University of Penn.,PA,1,6011.0,3075.0,960.0,22.0,60.0,5146.0,1532.0,3086.0,7844.0,2200.0,1630.0,834.0,450.0,1258.0,72.0,16.8,71.0
1009,Shippensburg University of Penn.,PA,1,5818.0,3281.0,1116.0,14.0,53.0,5268.0,300.0,3086.0,7844.0,1952.0,1552.0,770.0,450.0,1700.0,80.0,18.8,72.0
1013,Philadelphia Coll. of Textiles and Sci.,PA,2,1538.0,1259.0,468.0,19.0,42.0,1664.0,1042.0,11690.0,11690.0,2596.0,2466.0,40.0,600.0,1664.0,48.0,12.9,68.0
1016,Seton Hill College,PA,2,936.0,794.0,197.0,24.0,56.0,752.0,210.0,11240.0,11240.0,2090.0,2090.0,160.0,350.0,2000.0,71.0,11.2,71.0
1019,Saint Vincent College,PA,2,700.0,595.0,278.0,19.0,35.0,1035.0,182.0,10850.0,10850.0,2110.0,1826.0,60.0,500.0,900.0,62.0,12.3,88.0
1020,Susquehanna University,PA,2,2096.0,1512.0,465.0,27.0,59.0,1442.0,166.0,16130.0,16130.0,2490.0,2220.0,280.0,400.0,800.0,83.0,13.9,90.0
1022,Temple University,PA,1,7987.0,5145.0,2399.0,15.0,37.0,14726.0,4666.0,5314.0,10096.0,3492.0,1790.0,150.0,600.0,3324.0,87.0,11.2,45.0
1023,Thiel College,PA,2,1154.0,951.0,253.0,15.0,31.0,791.0,140.0,11172.0,11172.0,2590.0,2368.0,230.0,700.0,1350.0,68.0,11.6,60.0
1024,University of Pennsylvania,PA,2,12394.0,5232.0,2464.0,85.0,100.0,9205.0,531.0,17020.0,17020.0,3700.0,3570.0,1836.0,500.0,1544.0,95.0,6.3,93.0
1025,University of Pittsburgh-Main Campus,PA,1,8586.0,6383.0,2503.0,25.0,59.0,13138.0,4289.0,4962.0,10786.0,2760.0,1800.0,454.0,400.0,900.0,93.0,7.8,66.0
1026,University of Scranton,PA,2,4471.0,2942.0,910.0,29.0,60.0,3674.0,493.0,11584.0,11584.0,2536.0,3450.0,975.0,650.0,800.0,83.0,14.1,92.0
1028,Villanova University,PA,2,7759.0,5588.0,1477.0,30.0,68.0,6362.0,1292.0,15925.0,15925.0,3170.0,3337.0,445.0,400.0,300.0,89.0,13.4,96.0
1029,Washington and Jefferson College,PA,2,1305.0,1100.0,334.0,42.0,64.0,1098.0,151.0,16260.0,16260.0,2070.0,1935.0,280.0,300.0,500.0,91.0,12.1,86.0
1030,Waynesburg College,PA,2,1190.0,978.0,324.0,12.0,30.0,1280.0,61.0,8840.0,8840.0,1800.0,1820.0,220.0,500.0,1200.0,57.0,16.2,63.0
1031,Westminster College,PA,2,996.0,866.0,377.0,29.0,58.0,1411.0,72.0,12065.0,12065.0,1980.0,1635.0,595.0,430.0,685.0,62.0,12.5,80.0
1032,Wilkes University,PA,2,1631.0,1431.0,434.0,15.0,36.0,1803.0,603.0,11150.0,11150.0,3100.0,2030.0,418.0,550.0,1260.0,78.0,13.3,67.0
1034,York College of Pennsylvania,PA,2,2989.0,1855.0,691.0,28.0,63.0,2988.0,1726.0,4990.0,4990.0,1725.0,1835.0,225.0,500.0,1250.0,75.0,18.1,99.0
1035,Allentown Coll. of St. Francis de Sales,PA,2,1179.0,780.0,290.0,38.0,64.0,1130.0,638.0,9690.0,9690.0,2495.0,2290.0,60.0,600.0,1000.0,60.0,13.3,74.0
1036,La Roche College,PA,2,361.0,321.0,185.0,10.0,41.0,650.0,819.0,8842.0,8842.0,2862.0,1920.0,140.0,600.0,1100.0,57.0,14.2,52.0
1038,Pennsylvania State Univ. Main Campus,PA,1,19315.0,10344.0,3450.0,48.0,93.0,28938.0,2025.0,4966.0,10645.0,1840.0,2220.0,70.0,512.0,2394.0,77.0,18.1,63.0
1040,Brown University,RI,2,12586.0,3239.0,1462.0,87.0,95.0,5643.0,349.0,19528.0,19528.0,3574.0,2352.0,650.0,720.0,1100.0,99.0,7.6,97.0
1042,Providence College,RI,2,5139.0,3346.0,973.0,20.0,55.0,3717.0,1358.0,14400.0,14400.0,3250.0,2950.0,375.0,450.0,1100.0,66.0,18.4,96.0
1046,University of Rhode Island,RI,1,9643.0,7751.0,1968.0,12.0,40.0,8894.0,2456.0,3004.0,10330.0,3168.0,2390.0,1238.0,500.0,1250.0,84.0,16.6,63.0
1047,Roger Williams University,RI,2,3304.0,2804.0,679.0,10.0,20.0,2111.0,1489.0,12520.0,12520.0,3060.0,2990.0,480.0,500.0,730.0,44.0,16.4,61.0
1050,Central Wesleyan College,SC,2,174.0,146.0,88.0,8.0,29.0,1047.0,33.0,8300.0,8300.0,1000.0,2080.0,200.0,600.0,600.0,62.0,15.2,58.0
1051,The Citadel,SC,1,1500.0,1242.0,611.0,12.0,36.0,2024.0,292.0,3076.0,7070.0,830.0,1609.0,264.0,400.0,779.0,95.0,17.1,84.0
1052,Claflin College,SC,2,1196.0,697.0,499.0,21.0,47.0,959.0,13.0,4412.0,4412.0,1000.0,1460.0,600.0,500.0,1000.0,69.0,16.9,21.0
1054,Coker College,SC,2,604.0,452.0,295.0,15.0,47.0,690.0,222.0,9888.0,9888.0,1846.0,2670.0,185.0,400.0,1000.0,64.0,12.1,75.0
1058,Erskine College,SC,2,659.0,557.0,167.0,47.0,74.0,532.0,35.0,10485.0,10485.0,1760.0,2080.0,660.0,475.0,1246.0,76.0,13.5,67.0
1059,Furman University,SC,2,2161.0,1951.0,685.0,56.0,82.0,2371.0,175.0,13440.0,13440.0,2096.0,1952.0,134.0,600.0,1250.0,92.0,13.5,82.0
1060,Lander University,SC,1,1166.0,1009.0,510.0,9.0,33.0,2074.0,341.0,3340.0,4938.0,1867.0,1120.0,50.0,528.0,1702.0,67.0,17.0,51.0
1063,Newberry College,SC,2,872.0,722.0,154.0,14.0,36.0,601.0,36.0,10194.0,10194.0,1600.0,1000.0,300.0,500.0,1500.0,57.0,11.4,83.0
1064,Presbyterian College,SC,2,1082.0,832.0,302.0,34.0,63.0,1133.0,30.0,11859.0,11859.0,1711.0,1924.0,892.0,554.0,1429.0,80.0,13.4,85.0
1074,Augustana College,SD,2,761.0,725.0,306.0,21.0,58.0,1337.0,300.0,10990.0,10990.0,1622.0,1622.0,125.0,600.0,1021.0,66.0,10.4,69.0
1078,Huron University,SD,2,600.0,197.0,124.0,3.0,9.0,392.0,69.0,7260.0,7260.0,1910.0,1180.0,330.0,600.0,1840.0,31.0,12.9,21.0
1080,Northern State University,SD,1,2056.0,2054.0,2054.0,10.0,40.0,2239.0,686.0,1411.0,3437.0,1128.0,1074.0,832.0,550.0,1925.0,68.0,20.2,54.0
1083,South Dakota State University,SD,1,2807.0,2589.0,1701.0,13.0,37.0,7000.0,1103.0,1454.0,3811.0,1120.0,1070.0,1024.0,500.0,1970.0,62.0,15.0,67.0
1086,Belmont University,TN,2,1220.0,974.0,481.0,28.0,67.0,1964.0,623.0,7800.0,7800.0,1974.0,1690.0,250.0,650.0,900.0,61.0,11.1,49.0
1088,Carson-Newman College,TN,2,1096.0,951.0,464.0,27.0,62.0,1776.0,239.0,8150.0,8150.0,1260.0,1890.0,450.0,400.0,500.0,61.0,13.6,67.0
1089,Christian Brothers University,TN,2,880.0,520.0,224.0,16.0,42.0,1068.0,364.0,9300.0,9300.0,1350.0,1910.0,120.0,600.0,900.0,81.0,11.1,63.0
1094,Freed-Hardeman University,TN,2,895.0,548.0,314.0,20.0,54.0,1174.0,50.0,5500.0,5500.0,1590.0,1750.0,770.0,600.0,1600.0,68.0,16.1,62.0
1095,King College,TN,2,355.0,300.0,142.0,34.0,65.0,509.0,44.0,8664.0,8664.0,1630.0,1720.0,700.0,600.0,3000.0,65.0,10.7,65.0
1097,Lambuth University,TN,2,831.0,538.0,224.0,15.0,35.0,840.0,325.0,5170.0,5170.0,1400.0,2030.0,210.0,600.0,1590.0,61.0,16.1,60.0
1100,Lincoln Memorial University,TN,2,787.0,562.0,363.0,21.0,55.0,925.0,605.0,5950.0,5950.0,1200.0,1690.0,120.0,600.0,1300.0,67.0,14.6,53.0
1101,Maryville College,TN,2,1464.0,888.0,176.0,26.0,52.0,624.0,128.0,11200.0,11200.0,1998.0,2210.0,150.0,500.0,1642.0,80.0,11.1,51.0
1104,Milligan College,TN,2,610.0,461.0,189.0,26.0,52.0,685.0,49.0,8200.0,8200.0,1600.0,1700.0,200.0,550.0,1000.0,63.0,12.0,64.0
1106,Rhodes College,TN,2,2302.0,1831.0,391.0,58.0,82.0,1345.0,59.0,15200.0,15200.0,2696.0,2072.0,158.0,550.0,1500.0,90.0,10.8,77.0
1109,Tennessee Wesleyan College,TN,2,232.0,182.0,99.0,7.0,29.0,402.0,237.0,7070.0,7070.0,2140.0,1500.0,150.0,400.0,3158.0,59.0,8.9,36.0
1110,Trevecca Nazarene College,TN,2,272.0,272.0,145.0,13.0,50.0,770.0,213.0,4750.0,4750.0,1870.0,1400.0,320.0,500.0,800.0,57.0,14.0,49.0
1114,University of Tennessee at Knoxville,TN,1,7473.0,5372.0,3013.0,27.0,53.0,15749.0,3237.0,1830.0,5764.0,1584.0,1678.0,222.0,750.0,3300.0,86.0,16.5,53.0
1116,University of the South,TN,2,1445.0,966.0,326.0,46.0,83.0,1129.0,24.0,15350.0,15350.0,2010.0,2070.0,175.0,450.0,810.0,89.0,10.3,82.0
1117,Vanderbilt University,TN,2,7791.0,4690.0,1499.0,71.0,92.0,5500.0,90.0,17865.0,17865.0,4132.0,2393.0,964.0,630.0,952.0,93.0,5.8,83.0
1120,Angelo State University,TX,1,3540.0,2001.0,1016.0,24.0,54.0,4190.0,1512.0,840.0,5130.0,1324.0,2268.0,734.0,500.0,2000.0,60.0,23.1,34.0
1124,East Texas Baptist University,TX,2,379.0,341.0,265.0,10.0,36.0,1050.0,151.0,4950.0,4950.0,1040.0,1740.0,470.0,530.0,1500.0,62.0,15.7,38.0
1126,Hardin-Simmons University,TX,2,467.0,424.0,350.0,16.0,40.0,1365.0,334.0,6300.0,6300.0,1360.0,1620.0,480.0,700.0,2140.0,75.0,13.7,38.0
1130,Incarnate Word College,TX,2,1163.0,927.0,386.0,16.0,49.0,1685.0,556.0,8840.0,8840.0,2049.0,2640.0,110.0,750.0,2775.0,67.0,11.4,95.0
1131,Lamar University,TX,1,2336.0,1725.0,1043.0,10.0,27.0,5438.0,4058.0,864.0,4752.0,1386.0,1654.0,840.0,508.0,1463.0,48.0,18.4,26.0
1137,University of North Texas,TX,1,4418.0,2737.0,2049.0,23.0,51.0,14047.0,5134.0,672.0,4104.0,1840.0,1739.0,650.0,450.0,1700.0,86.0,22.6,35.0
1138,Our Lady of the Lake University,TX,2,2308.0,1336.0,295.0,22.0,46.0,1202.0,942.0,8530.0,8530.0,2020.0,1624.0,134.0,616.0,1576.0,56.0,14.9,37.0
1142,Schreiner College,TX,2,584.0,413.0,131.0,19.0,51.0,521.0,99.0,8955.0,8955.0,2810.0,3090.0,40.0,500.0,1488.0,51.0,11.8,52.0
1145,Southwestern Adventist College,TX,2,321.0,318.0,172.0,11.0,27.0,620.0,280.0,7536.0,7536.0,1494.0,2242.0,80.0,430.0,1651.0,44.0,13.0,36.0
1151,Prairie View A. and M. University,TX,1,2405.0,2234.0,1061.0,10.0,22.0,4564.0,448.0,840.0,4290.0,1580.0,1920.0,820.0,598.0,1582.0,55.0,19.4,35.0
1153,Texas Christian University,TX,2,4095.0,3079.0,1195.0,33.0,64.0,5064.0,660.0,8490.0,8490.0,1920.0,1400.0,990.0,650.0,2400.0,81.0,14.8,64.0
1155,Texas College,TX,2,254.0,189.0,189.0,15.0,26.0,503.0,40.0,3605.0,3605.0,1580.0,850.0,455.0,300.0,300.0,37.0,18.4,26.0
1157,Texas Lutheran College,TX,2,497.0,423.0,215.0,27.0,57.0,895.0,429.0,7850.0,7850.0,1490.0,1920.0,50.0,490.0,1700.0,54.0,13.8,50.0
1162,Trinity University,TX,2,2425.0,1818.0,601.0,62.0,93.0,2110.0,95.0,12240.0,12240.0,3225.0,1925.0,140.0,500.0,490.0,94.0,9.6,93.0
1163,University of Dallas,TX,2,681.0,588.0,246.0,44.0,74.0,1058.0,73.0,10760.0,10760.0,4030.0,2200.0,50.0,500.0,1200.0,85.0,13.4,63.0
1165,University of St. Thomas,TX,2,374.0,280.0,185.0,45.0,77.0,995.0,408.0,8550.0,8550.0,2000.0,1670.0,96.0,500.0,1344.0,75.0,12.6,62.0
1167,University of Texas at Austin,TX,1,14752.0,9572.0,5329.0,48.0,85.0,30017.0,5189.0,840.0,5130.0,1733.0,1576.0,1068.0,650.0,3140.0,91.0,19.7,65.0
1171,Baylor University,TX,2,6075.0,5349.0,2367.0,34.0,66.0,9919.0,484.0,6450.0,6450.0,2230.0,1690.0,570.0,600.0,1346.0,71.0,18.5,72.0
1175,Texas A&M University at Galveston,TX,1,529.0,481.0,243.0,22.0,47.0,1206.0,134.0,780.0,4860.0,1560.0,1562.0,320.0,600.0,650.0,103.0,17.4,43.0
1176,Texas A&M Univ. at College Station,TX,1,14474.0,10519.0,6392.0,49.0,85.0,31643.0,2798.0,840.0,5130.0,1772.0,1640.0,751.0,600.0,2144.0,89.0,23.1,69.0
1180,University of Utah,UT,1,5095.0,4491.0,2400.0,27.0,53.0,13894.0,8374.0,1954.0,6857.0,1550.0,2425.0,427.0,858.0,3093.0,89.0,12.8,37.0
1184,Westminster College of Salt Lake City,UT,2,917.0,720.0,213.0,21.0,60.0,979.0,743.0,8820.0,8820.0,1340.0,2710.0,60.0,600.0,2025.0,68.0,10.5,50.0
1187,Bridgewater College,VA,2,838.0,673.0,292.0,22.0,53.0,881.0,55.0,10265.0,10265.0,2215.0,2510.0,1000.0,560.0,875.0,68.0,13.2,82.0
1188,College of William and Mary,VA,1,7117.0,3106.0,1217.0,68.0,88.0,5186.0,134.0,2808.0,11720.0,2318.0,1980.0,1748.0,600.0,800.0,89.0,12.1,93.0
1191,Emory & Henry College,VA,2,765.0,646.0,226.0,30.0,60.0,809.0,32.0,8578.0,8578.0,1920.0,2488.0,622.0,700.0,1600.0,79.0,13.9,82.0
1193,Hampden - Sydney College,VA,2,817.0,644.0,307.0,20.0,40.0,945.0,1.0,13218.0,13218.0,1903.0,2870.0,415.0,660.0,600.0,95.0,13.3,69.0
1194,Hampton University,VA,2,7178.0,3755.0,1433.0,25.0,63.0,4623.0,740.0,7161.0,7161.0,1838.0,1680.0,603.0,600.0,2000.0,60.0,14.0,70.0
1195,Hollins College,VA,2,602.0,498.0,215.0,26.0,58.0,795.0,74.0,13470.0,13470.0,3225.0,2290.0,234.0,500.0,850.0,78.0,11.1,72.0
1197,Lynchburg College,VA,2,1756.0,1500.0,366.0,3.0,21.0,1524.0,280.0,12450.0,12450.0,2900.0,2500.0,100.0,450.0,870.0,62.0,12.4,70.0
1203,Randolph-Macon College,VA,2,1771.0,1325.0,306.0,21.0,46.0,1071.0,27.0,13840.0,13840.0,1850.0,1885.0,325.0,400.0,900.0,77.0,10.7,74.0
1205,Virginia Commonwealth University,VA,1,4963.0,3497.0,1567.0,18.0,45.0,10262.0,5065.0,3034.0,10217.0,1620.0,2562.0,880.0,500.0,3630.0,81.0,8.7,45.0
1211,Mary Washington College,VA,1,4350.0,2178.0,756.0,39.0,78.0,2997.0,736.0,2026.0,6490.0,2712.0,2230.0,1180.0,650.0,2102.0,75.0,17.6,84.0
1213,George Mason University,VA,1,5653.0,4326.0,1727.0,17.0,29.0,9528.0,3822.0,4044.0,10800.0,3150.0,1690.0,25.0,580.0,1050.0,93.0,19.3,46.0
1217,Virginia State University,VA,1,2996.0,2440.0,704.0,2.0,30.0,3006.0,338.0,1894.0,5587.0,2750.0,2095.0,1305.0,500.0,600.0,61.0,16.0,31.0
1220,Virginia Wesleyan College,VA,2,1470.0,900.0,287.0,20.0,49.0,1130.0,417.0,10900.0,10900.0,2800.0,2300.0,150.0,500.0,550.0,70.0,15.7,68.0
1221,Washington and Lee University,VA,2,3315.0,1096.0,425.0,68.0,93.0,1584.0,3.0,13750.0,13750.0,2019.0,2600.0,355.0,680.0,1115.0,81.0,9.6,90.0
1222,University of Virginia,VA,1,15849.0,5384.0,2678.0,74.0,95.0,11278.0,114.0,3724.0,12212.0,1816.0,1976.0,756.0,500.0,1000.0,90.0,9.5,95.0
1226,Castleton State College,VT,1,1257.0,940.0,363.0,9.0,22.0,1547.0,294.0,3660.0,7656.0,2598.0,2092.0,570.0,400.0,700.0,89.0,14.7,79.0
1230,Johnson State College,VT,1,833.0,669.0,279.0,3.0,13.0,1224.0,345.0,3312.0,7656.0,2598.0,2092.0,585.0,500.0,624.0,80.0,14.4,36.0
1231,Lyndon State College,VT,1,535.0,502.0,223.0,6.0,20.0,959.0,150.0,3168.0,7320.0,2092.0,2548.0,826.0,500.0,600.0,48.0,12.6,51.0
1235,Southern Vermont College,VT,2,520.0,204.0,108.0,11.0,27.0,418.0,279.0,8940.0,8940.0,2324.0,2190.0,480.0,500.0,1150.0,28.0,13.4,57.0
1236,Saint Michael's College,VT,2,1910.0,1380.0,463.0,16.0,64.0,1715.0,106.0,13030.0,13030.0,2310.0,3550.0,135.0,500.0,750.0,79.0,14.5,84.0
1237,Trinity College,VT,2,222.0,185.0,91.0,16.0,41.0,484.0,541.0,11010.0,11010.0,3084.0,2124.0,260.0,550.0,500.0,58.0,10.4,78.0
1238,University of Vermont,VT,1,7663.0,6008.0,1735.0,18.0,51.0,7353.0,1674.0,6210.0,15516.0,3148.0,1780.0,442.0,500.0,990.0,87.0,9.9,79.0
1245,Seattle University,WA,2,2115.0,1540.0,494.0,28.0,72.0,2993.0,347.0,12825.0,12825.0,1150.0,3225.0,100.0,500.0,1500.0,85.0,12.2,89.0
1252,Whitman College,WA,2,1861.0,998.0,359.0,45.0,77.0,1220.0,46.0,16670.0,16670.0,2650.0,2250.0,155.0,750.0,800.0,80.0,10.5,72.0
1256,Beloit College,WI,2,1320.0,923.0,284.0,26.0,54.0,1085.0,81.0,16304.0,16304.0,1748.0,1868.0,170.0,355.0,715.0,87.0,11.1,69.0
1257,Carroll College,WI,2,1160.0,991.0,352.0,19.0,55.0,1357.0,737.0,12200.0,12200.0,1990.0,1890.0,110.0,480.0,930.0,74.0,17.8,79.0
1261,Lawrence University,WI,2,1243.0,947.0,324.0,50.0,77.0,1129.0,74.0,17163.0,17163.0,1812.0,2079.0,290.0,525.0,975.0,76.0,10.1,77.0
1267,Ripon College,WI,2,587.0,501.0,211.0,28.0,52.0,735.0,28.0,15200.0,15200.0,1840.0,2260.0,190.0,350.0,650.0,87.0,9.4,64.0
1268,St. Norbert College,WI,2,1334.0,1243.0,568.0,30.0,56.0,1946.0,95.0,12140.0,12140.0,2355.0,2095.0,75.0,425.0,1100.0,74.0,15.1,88.0
1272,Viterbo College,WI,2,647.0,518.0,271.0,17.0,43.0,1014.0,387.0,9140.0,9140.0,1590.0,1815.0,70.0,500.0,2245.0,51.0,10.7,73.0
1273,University of Wisconsin-Stout,WI,1,2593.0,1966.0,1030.0,9.0,32.0,6038.0,579.0,1916.0,6704.0,1404.0,1188.0,400.0,376.0,1750.0,78.0,21.0,65.0
1274,Univ. of Wisconsin at Eau Claire,WI,1,5729.0,4520.0,1957.0,20.0,52.0,8516.0,1264.0,2208.0,6996.0,1565.0,1140.0,1070.0,279.0,1260.0,80.0,19.3,61.0
1283,Wisconsin Lutheran College,WI,2,152.0,128.0,75.0,17.0,41.0,282.0,22.0,9100.0,9100.0,1800.0,1900.0,90.0,500.0,1400.0,48.0,8.5,50.0
1284,Alderson-Broaddus College,WV,2,582.0,498.0,172.0,21.0,44.0,799.0,78.0,10468.0,10468.0,1574.0,1806.0,92.0,660.0,1800.0,40.0,11.5,52.0
1291,Marshall University,WV,2,4226.0,3666.0,2007.0,14.0,60.0,7703.0,2339.0,1660.0,5094.0,2030.0,1980.0,330.0,700.0,1560.0,77.0,16.6,50.0
1301,University of Wyoming,WY,1,2029.0,1516.0,1073.0,23.0,46.0,7535.0,1488.0,1908.0,5988.0,1462.0,1960.0,300.0,600.0,1500.0,91.0,15.1,45.0
